tên_bệnh,hội_chứng,triệu_chứng,bài_thuốc,vị_thuốc
Viêm kết mạc,Phong nhiệt,"Mắt đỏ, Ngứa, Chảy nước mắt, Sợ gió",Tang cúc ẩm gia vị,"Tang diệp, Cúc hoa, Hạnh nhân, Liên kiều, Bạc hà, Kinh giới"
Viêm kết mạc,Can hỏa thượng viêm,"Mắt đỏ rực, Đau nhức, Nhiều dử mắt, Cáu gắt",Long đởm tả can thang,"Long đởm thảo, Hoàng cầm, Chi tử, Trạch tả, Mộc thông, Xa tiền tử"
Viêm kết mạc,Âm hư hỏa vượng,"Mắt khô, Đỏ nhẹ, Cảm giác cộm, Mờ mắt",Kỷ cúc địa hoàng hoàn,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả, Đan bì, Câu kỷ tử, Cúc hoa"
Viêm bàng quang,Thấp nhiệt hạ chú,"Tiểu buốt rắt, Nước tiểu đỏ, Đau bụng dưới",Bát chính tán,"Mộc thông, Cù mạch, Biển súc, Xa tiền tử, Hoạt thạch, Cam thảo, Đại hoàng, Chi tử"
Viêm bàng quang,Thận dương hư,"Tiểu nhiều lần, Tiểu không hết, Sợ lạnh, Lưng mỏi",Kim quỹ thận khí hoàn,"Can địa hoàng, Sơn dược, Sơn thù, Trạch tả, Phục linh, Mẫu đơn bì, Quế chi, Phụ tử"
Viêm bàng quang,Thận âm hư,"Tiểu đêm nhiều, Tiểu buốt nhẹ, Lưng mỏi, Khô họng",Lục vị địa hoàng hoàn,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả, Đan bì"
Viêm tiền liệt tuyến cấp,Thấp nhiệt hạ chú,"Đau tức vùng tiền liệt, Tiểu buốt rắt, Sốt",Tỳ giải phân thanh ẩm hợp Bát chính tán,"Tỳ giải, Ô dược, Ích trí nhân, Thạch xương bồ, Mộc thông, Cù mạch, Xa tiền tử"
Viêm tiền liệt tuyến cấp,Can uất khí trệ,"Đau tức vùng tiền liệt, Tiểu khó, Cáu gắt",Sài hồ sơ can tán,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ, Xuyên khung"
Viêm tiền liệt tuyến cấp,Nhiệt độc uất kết,"Sốt cao, Đau dữ dội tiền liệt, Bí tiểu, Nước tiểu đỏ",Thanh nhiệt giải độc thang,"Kim ngân hoa, Liên kiều, Bạc hà, Cát cánh, Ngưu bàng tử, Hoàng liên"
Viêm nội mạc tử cung,Thấp nhiệt uẩn kết,"Đau bụng dưới, Sốt, Huyết trắng vàng đục, Đau khi giao hợp",Tỳ giải phân thanh ẩm gia vị,"Tỳ giải, Ô dược, Ích trí nhân, Thạch xương bồ, Phục linh, Hoàng bá"
Viêm nội mạc tử cung,Can uất huyết ứ,"Đau bụng dưới dữ dội trước kỳ kinh, Kinh nguyệt có cục lớn",Huyết phủ trục ứ thang,"Đào nhân, Hồng hoa, Đương quy, Sinh địa, Xuyên khung, Xích thược, Ngưu tất"
Viêm nội mạc tử cung,Khí huyết hư,"Đau âm ỉ bụng dưới kéo dài, Mệt mỏi, Nhạt mặt, Kinh nguyệt ra nhiều",Bát trân thang,"Nhân sâm, Bạch truật, Phục linh, Cam thảo, Đương quy, Thục địa, Xuyên khung, Bạch thược"
"Viêm phần phụ (Vòi trứng, buồng trứng)",Thấp nhiệt hạ chú,"Đau tức vùng hố chậu, Sốt, Huyết trắng vàng, Đau khi giao hợp",Tỳ giải phân thanh ẩm hợp Bát chính tán,"Tỳ giải, Ô dược, Ích trí nhân, Thạch xương bồ, Mộc thông, Cù mạch, Xa tiền tử"
Viêm phần phụ,Can uất khí trệ,"Đau tức vùng phần phụ, Cáu gắt, Ngực sườn đầy tức",Sài hồ sơ can tán,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ, Xuyên khung"
Viêm phần phụ,Âm hư hỏa vượng,"Đau âm ỉ, Sốt nhẹ về chiều, Khô miệng, Kinh nguyệt thưa",Thanh hao quy bản thang,"Thanh hao, Quy bản, Sinh địa, Tri mẫu, Đan bì"
U xơ tử cung,Can uất huyết ứ,"Kinh nguyệt ra nhiều, Đau bụng dưới, Có cục lớn, Cáu gắt",Huyết phủ trục ứ thang,"Đào nhân, Hồng hoa, Đương quy, Sinh địa, Xuyên khung, Xích thược, Ngưu tất"
U xơ tử cung,Khí hư huyết ứ,"Kinh nguyệt kéo dài, Mệt mỏi, Nhạt mặt, Đau âm ỉ",Bổ trung ích khí thang gia vị,"Hoàng kỳ, Đảng sâm, Bạch truật, Đương quy, Trần bì, Thăng ma, Đào nhân"
U xơ tử cung,Âm hư hỏa vượng,"Kinh nguyệt kéo dài, Máu đỏ tươi, Khô miệng, Đổ mồ hôi trộm",Thanh nhiệt huyết thang,"Sinh địa, Đan bì, Huyền sâm, Mạch môn, Hoàng cầm"
Lạc nội mạc tử cung,Can uất huyết ứ,"Đau bụng kinh dữ dội, Đau khi giao hợp, Cáu gắt",Huyết phủ trục ứ thang gia vị,"Đào nhân, Hồng hoa, Đương quy, Sinh địa, Xuyên khung, Xích thược, Diên hồ sách"
Lạc nội mạc tử cung,Tỳ thận hư,"Đau bụng kinh âm ỉ, Mệt mỏi, Phân nát, Lưng mỏi",Hoàn đái thang gia vị,"Bạch truật, Hoài sơn, Sơn dược, Khiếm thực, Bạch quả, Đỗ trọng"
Lạc nội mạc tử cung,Âm hư hỏa vượng,"Đau bụng kinh, Sốt nhẹ, Khô miệng, Đổ mồ hôi trộm",Thanh nhiệt huyết thang,"Sinh địa, Đan bì, Huyền sâm, Mạch môn, Hoàng cầm"
PCOS (Hội chứng buồng trứng đa nang),Thận hư đàm thấp,"Kinh nguyệt thưa, Béo phì, Nhiều lông, Mụn nhiều",Thương linh bạch truật tán gia vị,"Thương truật, Phục linh, Trạch tả, Đan sâm, Huyền sâm, Sơn dược"
PCOS,Can uất khí trệ,"Kinh nguyệt không đều, Cáu gắt, Ngực sườn đầy, Bốc hỏa",Sài hồ sơ can tán gia vị,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ, Đan bì"
PCOS,Tỳ vị hư nhược,"Kinh nguyệt thưa, Mệt mỏi, Ăn kém, Phân nát",Sâm linh bạch truật tán gia vị,"Nhân sâm, Bạch truật, Phục linh, Sơn dược, Cam thảo, Bá tử nhân"
Vô sinh nam,Thận tinh bất túc,"Tinh trùng yếu, ít, Lưng mỏi gối yếu, Ù tai",Hữu quy hoàn,"Thục địa, Sơn dược, Sơn thù, Câu kỷ tử, Lộc giác giao, Thỏ ty tử, Đỗ trọng"
Vô sinh nam,Can uất khí trệ,"Tinh trùng yếu, Cáu gắt, Ngực sườn đầy tức",Sài hồ sơ can tán gia vị,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ, Câu kỷ tử"
Vô sinh nam,Thấp nhiệt hạ chú,"Tinh trùng yếu, Tiểu buốt, Nước tiểu đục",Tỳ giải phân thanh ẩm,"Tỳ giải, Ô dược, Ích trí nhân, Thạch xương bồ, Phục linh, Cam thảo"
Vô sinh nữ,Thận tinh hư,"Kinh nguyệt thưa, Lưng mỏi gối yếu, Chóng mặt",Tả quy hoàn,"Thục địa, Hoài sơn, Sơn thù, Câu kỷ tử, Ngưu tất, Thỏ ty tử, Quy bản"
Vô sinh nữ,Can uất khí trệ,"Kinh nguyệt không đều, Cáu gắt, Đau tức ngực sườn",Sài hồ sơ can tán,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ, Xuyên khung"
Vô sinh nữ,Âm hư hỏa vượng,"Kinh nguyệt thưa, Sốt nhẹ, Khô miệng, Đổ mồ hôi trộm",Thanh hao quy bản thang,"Thanh hao, Quy bản, Sinh địa, Tri mẫu, Đan bì"
Mãn kinh sớm,Thận âm hư,"Kinh nguyệt thưa dần, Bốc hỏa, Đổ mồ hôi trộm, Lưng mỏi",Lục vị địa hoàng hoàn gia vị,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả, Đan bì, Tri mẫu"
Mãn kinh sớm,Can uất hóa hỏa,"Cáu gắt, Bốc hỏa, Mất ngủ, Miệng đắng",Đan chi tiêu dao tán,"Sài hồ, Đương quy, Bạch thược, Bạch truật, Phục linh, Cam thảo, Đan bì, Chi tử"
Mãn kinh sớm,Tâm thận bất giao,"Bốc hỏa, Mất ngủ, Hồi hộp, Hay quên",Hoàng liên a giao thang,"Hoàng liên, Hoàng cầm, Bạch thược, A giao"
Trĩ,Thấp nhiệt hạ chú,"Đau hậu môn, Chảy máu, Sưng búi trĩ, Rát hậu môn",Trĩ thang,"Địa du, Hòe hoa, Kinh giới, Chi tử, Hoàng bá"
Trĩ,Khí hư huyết ứ,"Sa trĩ, Mệt mỏi, Chảy máu rỉ rả",Bổ trung ích khí thang gia vị,"Hoàng kỳ, Đảng sâm, Bạch truật, Đương quy, Trần bì, Thăng ma, Địa du"
Trĩ,Huyết nhiệt,"Chảy máu tươi nhiều, Đau rát hậu môn",Thanh nhiệt huyết thang,"Sinh địa, Đan bì, Huyền sâm, Mạch môn, Hoàng cầm"
Nứt kẽ hậu môn,Thấp nhiệt hạ chú,"Đau rát khi đi đại tiện, Chảy máu, Hậu môn nứt",Địa du hòe hoa ẩm,"Địa du, Hòe hoa, Kinh giới, Chi tử, Hoàng bá"
Nứt kẽ hậu môn,Âm hư hỏa vượng,"Nứt kẽ kéo dài, Khô hậu môn, Đau rát",Thanh nhiệt huyết thang,"Sinh địa, Đan bì, Huyền sâm, Mạch môn, Hoàng cầm"
Nứt kẽ hậu môn,Tỳ vị hư nhược,"Nứt kẽ, Mệt mỏi, Ăn kém",Sâm linh bạch truật tán,"Nhân sâm, Bạch truật, Phục linh, Sơn dược, Cam thảo"
Viêm ruột thừa (Chưa vỡ),Khí trệ huyết ứ,"Đau bụng quanh rốn sau khu trú hố chậu phải, Sốt nhẹ, Cự án",Hồng đằng hồng hoa ẩm,"Hồng đằng, Hồng hoa, Đào nhân, Đương quy, Liên kiều, Đại hoàng, Cam thảo"
Viêm ruột thừa,Thấp nhiệt uẩn kết,"Đau dữ dội hố chậu phải, Sốt cao, Co cứng bụng",Đại hoàng mẫu đơn bì thang,"Đại hoàng, Mẫu đơn bì, Đào nhân, Đông qua tử, Mang tiêu"
Viêm ruột thừa,Nhiệt độc thịnh,"Sốt cao dữ dội, Đau bụng dữ dội, Chướng bụng",Thanh ôn bại độc ẩm gia vị,"Thạch cao, Tri mẫu, Sinh địa, Sừng tê giác, Hoàng liên, Hoàng cầm, Đại hoàng"
Tắc ruột,Thực trệ uất kết,"Bụng chướng, Đau quặn, Nôn ra thức ăn chưa tiêu, Bí đại tiện",Đại thừa khí thang,"Đại hoàng, Hậu phác, Chỉ thực, Mang tiêu"
Tắc ruột,Hàn ngưng uất kết,"Bụng chướng, Đau quặn, Sợ lạnh, Tay chân lạnh",Phụ tử lý trung hoàn gia vị,"Phụ tử, Can khương, Bạch truật, Cam thảo, Đại hoàng"
Tắc ruột,Khí trệ uất kết,"Bụng chướng, Đau quặn, Ợ hơi, Bí đại tiện",Lục ma thang,"Mộc hương, Ô dược, Trầm hương, Đại hoàng, Tân lang"
Thoát vị bẹn,Can khí uất kết,"Sưng phồng bẹn, Đau tức, Đau tăng khi gắng sức",Đạo khí thang,"Xuyên luyện tử, Tiểu hồi hương, Mộc hương, Ngô thù du"
Thoát vị bẹn,Hàn thấp uất kết,"Sưng phồng bẹn, Đau co rút, Sợ lạnh",Tiểu hồi hương tán,"Tiểu hồi hương, Mộc hương, Xuyên luyện tử, Ngô thù du"
Thoát vị bẹn,Thận hư,"Sa trễ, Mệt mỏi, Lưng mỏi",Hữu quy hoàn,"Thục địa, Sơn dược, Sơn thù, Câu kỷ tử, Lộc giác giao, Thỏ ty tử"
Liệt dây thần kinh mặt (Bell's palsy),Phong tà trúng lạc,"Mặt bị lệch về một bên, Mắt không nhắm kín, Miệng méo",Khiên chính tán,"Bạch phụ tử, Toàn yết, Cương tàm"
Liệt dây thần kinh mặt,Khí hư huyết ứ,"Mặt lệch, Mệt mỏi, Sắc mặt nhợt",Bổ dương hoàn ngũ thang,"Hoàng kỳ, Đương quy vĩ, Xích thược, Địa long, Xuyên khung, Đào nhân, Hồng hoa"
Liệt dây thần kinh mặt,Phong đàm trở lạc,"Mặt lệch, Nói ngọng, Đầu nặng",Bán hạ bạch truật thiên ma thang,"Bán hạ, Bạch truật, Thiên ma, Trần bì, Phục linh, Cam thảo"
Đau nửa đầu (Migraine),Can dương thượng kháng,"Đau nửa đầu dữ dội, Buồn nôn, Sợ ánh sáng, Ù tai",Thiên ma câu đằng ẩm,"Thiên ma, Câu đằng, Thạch quyết minh, Chi tử, Hoàng cầm"
Đau nửa đầu,Can hỏa thượng viêm,"Đau nửa đầu đỏ mặt, Cáu gắt, Miệng đắng",Long đởm tả can thang,"Long đởm thảo, Hoàng cầm, Chi tử, Trạch tả, Mộc thông, Xa tiền tử"
Đau nửa đầu,Âm hư hỏa vượng,"Đau nửa đầu âm ỉ, Khô miệng, Đổ mồ hôi trộm",Thiên vương bổ tâm đan,"Sinh địa, Huyền sâm, Thiên môn, Mạch môn, Đan sâm"
Hội chứng tiền đình,Đàm thấp nội nhiễu,"Chóng mặt, Nặng đầu, Buồn nôn, Khạc đờm trắng",Bán hạ bạch truật thiên ma thang,"Bán hạ, Bạch truật, Thiên ma, Trần bì, Phục linh, Cam thảo"
Hội chứng tiền đình,Can dương thượng kháng,"Chóng mặt, Đau đầu, Ù tai, Dễ cáu gắt",Thiên ma câu đằng ẩm,"Thiên ma, Câu đằng, Thạch quyết minh, Chi tử, Hoàng cầm"
Hội chứng tiền đình,Thận tinh bất túc,"Chóng mặt, Ù tai, Lưng mỏi",Tả quy hoàn,"Thục địa, Hoài sơn, Sơn thù, Câu kỷ tử, Ngưu tất, Thỏ ty tử"
Hội chứng mệt mỏi mãn tính,Khí huyết lưỡng hư,"Mệt mỏi kéo dài, Nhạt mặt, Hồi hộp, Mất ngủ",Bát trân thang,"Nhân sâm, Bạch truật, Phục linh, Cam thảo, Đương quy, Thục địa, Xuyên khung, Bạch thược"
Hội chứng mệt mỏi mãn tính,Tỳ thận hư,"Mệt mỏi, Ăn kém, Phân nát, Lưng mỏi",Hữu quy hoàn gia vị,"Thục địa, Sơn dược, Sơn thù, Câu kỷ tử, Lộc giác giao, Thỏ ty tử, Phục linh"
Hội chứng mệt mỏi mãn tính,Đàm thấp uẩn phế,"Mệt mỏi, Nặng đầu, Ngực tức, Khạc đờm trắng",Nhị trần thang,"Bán hạ, Trần bì, Phục linh, Cam thảo"
Hội chứng ống cổ tay,Khí trệ huyết ứ,"Tê bì bàn tay, Đau cổ tay, Đau tăng về đêm",Huyết phủ trục ứ thang gia vị,"Đào nhân, Hồng hoa, Đương quy, Sinh địa, Xuyên khung, Xích thược, Ngưu tất, Cam thảo"
Hội chứng ống cổ tay,Thấp nhiệt trở lạc,"Tê bì bàn tay, Sưng cổ tay, Nóng rát",Tứ diệu hoàn,"Hoàng bá, Thương truật, Ngưu tất, Ý dĩ nhân"
Hội chứng ống cổ tay,Tỳ vị hư nhược,"Tê bì bàn tay, Mệt mỏi, Ăn kém",Sâm linh bạch truật tán,"Nhân sâm, Bạch truật, Phục linh, Sơn dược, Cam thảo"
Bệnh Basedow (Cường giáp),Can uất hỏa uất,"Bướu cổ, Mắt lồi, Tim đập nhanh, Run tay, Sút cân",Long đởm tả can thang,"Long đởm thảo, Hoàng cầm, Chi tử, Trạch tả, Mộc thông, Xa tiền tử"
Bệnh Basedow,Âm hư hỏa uất,"Bướu cổ, Mắt lồi, Mất ngủ, Đổ mồ hôi trộm, Khô miệng",Thiên vương bổ tâm đan,"Sinh địa, Huyền sâm, Thiên môn, Mạch môn, Đan sâm"
Bệnh Basedow,Đàm thấp uất kết,"Bướu cổ, Ngực tức, Nặng đầu",Nhị trần thang gia vị,"Bán hạ, Trần bì, Phục linh, Cam thảo, Khương hoạt"
Bệnh Hashimoto (Suy giáp),Tỳ thận dương hư,"Bướu cổ, Mệt mỏi, Sợ lạnh, Tăng cân, Trí nhớ kém",Kim quỹ thận khí hoàn,"Can địa hoàng, Sơn dược, Sơn thù, Trạch tả, Phục linh, Mẫu đơn bì, Quế chi, Phụ tử"
Bệnh Hashimoto,Thận dương hư,"Suy giáp nặng, Sợ lạnh, Lạnh tay chân, Liệt dương",Hữu quy hoàn,"Thục địa, Sơn dược, Sơn thù, Câu kỷ tử, Lộc giác giao, Thỏ ty tử, Đỗ trọng, Phụ tử"
Bệnh Hashimoto,Tỳ vị hư nhược,"Suy giáp nhẹ, Ăn kém, Phân nát, Mệt mỏi",Sâm linh bạch truật tán,"Nhân sâm, Bạch truật, Phục linh, Sơn dược, Cam thảo"
Béo phì,Tỳ vị hư đàm thấp,"Béo phì, Mệt mỏi, Ăn nhiều, Ngực tức, Khó thở khi gắng sức",Phòng kỷ hoàng kỳ thang,"Phòng kỷ, Hoàng kỳ, Bạch truật, Cam thảo, Sinh khương, Đại táo"
Béo phì,Can uất khí trệ,"Béo phì, Cáu gắt, Ngực sườn đầy tức, Ăn nhiều khi căng thẳng",Tiêu dao tán,"Sài hồ, Đương quy, Bạch thược, Bạch truật, Phục linh, Cam thảo"
Béo phì,Tỳ thận dương hư,"Béo phì, Mệt mỏi, Sợ lạnh, Lạnh tay chân",Chân vũ thang gia vị,"Phụ tử, Bạch linh, Bạch thược, Sinh khương, Bạch truật, Phục linh"
Xơ vữa động mạch,Đàm thấp trở lạc,"Đau đầu, Chóng mặt, Ngực tức, Tê bì tay chân",Nhị trần thang hợp Quát lâu giới bạch thang,"Bán hạ, Trần bì, Phục linh, Cam thảo, Quát lâu, Giới bạch"
Xơ vữa động mạch,Can dương thượng kháng,"Đau đầu, Mặt đỏ, Ù tai, Cáu gắt",Thiên ma câu đằng ẩm,"Thiên ma, Câu đằng, Thạch quyết minh, Chi tử, Hoàng cầm"
Xơ vữa động mạch,Khí huyết hư,"Đau đầu âm ỉ, Mệt mỏi, Nhạt mặt",Bát trân thang,"Nhân sâm, Bạch truật, Phục linh, Cam thảo, Đương quy, Thục địa, Xuyên khung, Bạch thược"
Suy tĩnh mạch mạn tính,Can uất khí trệ,"Chân phù, Đau tức bắp chân, Nổi tĩnh mạch, Đau tăng khi đứng lâu",Sài hồ sơ can tán gia vị,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ, Đào nhân"
Suy tĩnh mạch mạn tính,Thấp nhiệt trở lạc,"Chân phù, Đau nhức, Nóng rát bắp chân, Tĩnh mạch giãn",Tứ diệu hoàn,"Hoàng bá, Thương truật, Ngưu tất, Ý dĩ nhân"
Suy tĩnh mạch mạn tính,Khí huyết hư,"Chân phù nhẹ, Mệt mỏi, Đau âm ỉ, Tĩnh mạch giãn",Bổ trung ích khí thang gia vị,"Hoàng kỳ, Đảng sâm, Bạch truật, Đương quy, Trần bì, Thăng ma, Đào nhân"
Hội chứng Raynaud,Phong hàn trở lạc,"Đầu ngón tay xanh tím khi lạnh, Đau tê, Sợ lạnh",Đương quy tứ nghịch thang,"Đương quy, Quế chi, Bạch thược, Tế tân, Cam thảo"
Hội chứng Raynaud,Khí huyết hư,"Đầu ngón tay xanh tím khi lạnh, Mệt mỏi, Nhạt mặt",Hoàng kỳ quế chi ngũ vật thang,"Hoàng kỳ, Quế chi, Bạch thược, Sinh khương, Đại táo"
Hội chứng Raynaud,Can uất khí trệ,"Đầu ngón tay xanh tím khi lạnh, Cáu gắt, Ngực sườn đầy",Sài hồ sơ can tán,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ"
Đái tháo đường type 2 (Biến chứng),Thận âm hư,"Tiểu nhiều lần, Nước tiểu đục, Lưng mỏi, Chóng mặt",Lục vị địa hoàng hoàn,"Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả, Đan bì"
Đái tháo đường type 2,Âm dương lưỡng hư,"Tiểu nhiều lần, Sợ lạnh, Tay chân lạnh, Liệt dương",Kim quỹ thận khí hoàn,"Can địa hoàng, Sơn dược, Sơn thù, Trạch tả, Phục linh, Quế chi, Phụ tử"
Đái tháo đường type 2,Khí âm lưỡng hư,"Tiểu nhiều, Mệt mỏi, Đổ mồ hôi, Khô miệng",Sinh mạch tán hợp Lục vị địa hoàng hoàn,"Nhân sâm, Mạch môn, Ngũ vị tử, Thục địa, Hoài sơn, Sơn thù, Phục linh, Trạch tả"
Tăng huyết áp vô căn,Can dương thượng kháng,"Đau đầu, Chóng mặt, Mặt đỏ, Ù tai",Thiên ma câu đằng ẩm,"Thiên ma, Câu đằng, Thạch quyết minh, Chi tử, Hoàng cầm"
Tăng huyết áp vô căn,Âm dương lưỡng hư,"Huyết áp dao động, Chóng mặt, Mệt mỏi",Kim quỹ thận khí hoàn,"Can địa hoàng, Sơn dược, Sơn thù, Trạch tả, Phục linh, Quế chi, Phụ tử"
Tăng huyết áp vô căn,Đàm thấp,"Huyết áp cao kèm đau đầu, Nặng đầu, Ngực tức",Bán hạ bạch truật thiên ma thang,"Bán hạ, Bạch truật, Thiên ma, Trần bì, Phục linh"
Mỡ máu cao (Cholesterol cao),Đàm thấp,"Chóng mặt, Nặng đầu, Ngực tức",Nhị trần thang hợp Quát lâu giới bạch thang,"Bán hạ, Trần bì, Phục linh, Cam thảo, Quát lâu, Giới bạch"
Thoái hóa khớp gối,Can thận hư,"Đau mỏi khớp gối, Lưng gối yếu, Teo cơ đùi",Độc hoạt ký sinh thang,"Độc hoạt, Tang ký sinh, Tần giao, Đương quy, Bạch thược, Xuyên khung"
Thoái hóa khớp gối,Hàn thấp trở lạc,"Đau khớp gối, Sợ lạnh, Cứng khớp",Cam khương linh truật thang,"Can khương, Cam thảo, Bạch linh, Bạch truật"
Thoái hóa khớp gối,Ứ huyết trở lạc,"Đau khớp gối cố định, Đau về đêm",Thân thống trục ứ thang,"Tần giao, Xuyên khung, Đào nhân, Hồng hoa, Cam thảo"
Viêm khớp vai (Viêm quanh khớp vai),Phong hàn thấp,"Đau vai, Cứng vai, Đau tăng về đêm, Cánh tay khó nâng",Ô đầu thang gia vị,"Chế ô đầu, Ma hoàng, Hoàng kỳ, Bạch thược, Cam thảo, Phòng phong"
Viêm khớp vai,Ứ huyết trở lạc,"Đau vai cố định, Cứng vai, Đau tăng khi cử động",Thân thống trục ứ thang,"Tần giao, Xuyên khung, Đào nhân, Hồng hoa, Cam thảo, Khương hoạt"
Viêm khớp vai,Can thận hư,"Đau vai âm ỉ, Yếu cơ, Hạn chế vận động",Độc hoạt ký sinh thang,"Độc hoạt, Tang ký sinh, Tần giao, Phòng phong, Tế tân, Đương quy"
Viêm cột sống cổ (Thoái hóa đốt sống cổ),Phong hàn thấp,"Đau cổ vai gáy, Cứng cổ, Đau tăng khi trời lạnh",Quế chi thược dược tri mẫu thang,"Quế chi, Thược dược, Tri mẫu, Ma hoàng, Phụ tử, Cam thảo"
Viêm cột sống cổ,Ứ huyết trở lạc,"Đau cổ cố định, Tê bì tay, Đau tăng về đêm",Thân thống trục ứ thang,"Tần giao, Xuyên khung, Đào nhân, Hồng hoa, Cam thảo, Khương hoạt"
Viêm cột sống cổ,Can thận hư,"Đau cổ âm ỉ, Lưng mỏi gối yếu, Ù tai",Độc hoạt ký sinh thang,"Độc hoạt, Tang ký sinh, Tần giao, Phòng phong, Tế tân, Đương quy"
Bệnh cơ tim,Âm hư hỏa vượng,"Hồi hộp, Đau tức ngực, Đổ mồ hôi trộm",Thiên vương bổ tâm đan,"Sinh địa, Huyền sâm, Thiên môn, Mạch môn, Đan sâm"
Bệnh cơ tim,Khí huyết hư,"Hồi hộp, Mệt mỏi, Nhạt mặt, Phù chân",Bát trân thang,"Nhân sâm, Bạch truật, Phục linh, Cam thảo, Đương quy, Thục địa, Xuyên khung, Bạch thược"
Bệnh cơ tim,Đàm thấp thủy dâm,"Hồi hộp, Phù nhiều, Khó thở",Ngũ linh tán hợp Ngũ bì ẩm,"Bạch truật, Phục linh, Trạch tả, Trư linh, Quế chi, Tang bạch bì, Trần bì"
Bệnh van tim,Can dương thượng kháng,"Đau tức ngực, Hồi hộp, Chóng mặt",Thiên ma câu đằng ẩm,"Thiên ma, Câu đằng, Thạch quyết minh, Chi tử, Hoàng cầm"
Bệnh van tim,Khí huyết hư,"Hồi hộp, Mệt mỏi, Nhạt mặt, Phù nhẹ",Bát trân thang,"Nhân sâm, Bạch truật, Phục linh, Cam thảo, Đương quy, Thục địa, Xuyên khung, Bạch thược"
Bệnh van tim,Âm hư hỏa vượng,"Hồi hộp, Đổ mồ hôi trộm, Khô miệng, Sốt nhẹ",Thiên vương bổ tâm đan,"Sinh địa, Huyền sâm, Thiên môn, Mạch môn, Đan sâm"
Viêm cơ tim,Phong nhiệt thịnh,"Hồi hộp, Đau tức ngực, Sốt, Khó thở",Ngân kiều tán gia vị,"Kim ngân hoa, Liên kiều, Bạc hà, Cát cánh, Ngưu bàng tử, Bổ tâm thang"
Viêm cơ tim,Tâm dương hư,"Hồi hộp, Đau tức ngực, Sợ lạnh, Tay chân lạnh",Quế chi cam thảo long cốt mẫu lệ thang gia vị,"Quế chi, Cam thảo, Long cốt, Mẫu lệ, Phụ tử"
Viêm cơ tim,Khí huyết hư,"Hồi hộp, Mệt mỏi, Nhạt mặt, Phù nhẹ",Bát trân thang,"Nhân sâm, Bạch truật, Phục linh, Cam thảo, Đương quy, Thục địa, Xuyên khung, Bạch thược"
Bệnh bụi phổi,Phế khí hư,"Ho, Khó thở, Mệt mỏi, Tự ra mồ hôi",Bổ phế thang,"Nhân sâm, Hoàng kỳ, Thục địa, Ngũ vị tử, Tử uyển"
Bệnh bụi phổi,Đàm thấp uẩn phế,"Ho nhiều đờm, Ngực tức, Khó thở",Nhị trần thang,"Bán hạ, Trần bì, Phục linh, Cam thảo"
Bệnh bụi phổi,Phế âm hư,"Ho khan, Khô họng, Đổ mồ hôi trộm",Bách hợp cố kim thang,"Bách hợp, Mạch môn, Sinh địa, Thục địa, Đương quy, Bạch thược"
Bệnh phổi tắc nghẽn mạn tính (COPD),Phế khí hư,"Ho, Khó thở khi gắng sức, Hụt hơi, Tự ra mồ hôi",Bổ phế thang,"Nhân sâm, Hoàng kỳ, Thục địa, Ngũ vị tử"
Bệnh COPD,Đàm thấp uẩn phế,"Ho nhiều đờm trắng, Ngực tức, Khó thở",Nhị trần thang hợp Tam tử thang,"Bán hạ, Trần bì, Phục linh, Cam thảo, Bạch giới tử, Tô tử"
Bệnh COPD,Phế âm hư,"Ho khan, Khô họng, Sốt nhẹ",Bách hợp cố kim thang,"Bách hợp, Mạch môn, Sinh địa, Thục địa, Đương quy, Bạch thược"
Tăng acid uric máu (Gút),Thấp nhiệt uẩn kết,"Đau khớp sưng đỏ nóng, Đau dữ dội, Sốt",Bạch hổ gia quế chi thang,"Thạch cao, Tri mẫu, Quế chi, Cam thảo"
Tăng acid uric máu,Đàm thấp trở lạc,"Đau khớp nề nặng, Tê bì, Hạn chế vận động",Ý dĩ nhân thang,"Ý dĩ nhân, Thương truật, Khương hoạt, Độc hoạt"
Tăng acid uric máu,Can thận hư,"Đau khớp âm ỉ kéo dài, Teo cơ, Lưng gối mỏi",Độc hoạt ký sinh thang,"Độc hoạt, Tang ký sinh, Tần giao, Phòng phong, Tế tân, Đương quy"
Sỏi mật,Can đảm thấp nhiệt,"Đau quặn hạ sườn phải, Sốt, Vàng da",Đại sài hồ thang,"Sài hồ, Hoàng cầm, Thược dược, Bán hạ, Chỉ thực, Đại hoàng"
Sỏi mật,Can khí uất kết,"Đau tức hạ sườn phải, Ợ hơi, Cáu gắt",Sài hồ sơ can tán hợp Kim linh tử tán,"Sài hồ, Trần bì, Chỉ xác, Bạch thược, Hương phụ, Xuyên luyện tử"
