tên_bệnh,hội_chứng,triệu_chứng,bài_thuốc,vị_thuốc
Âm nang huyết thũng,Ứ huyết kết,"Âm nang sưng đau, sờ thấy khối u trong bìu, ấn vào đau; nặng, cứng không bớt, càng lúc càng sưng to",Phục Nguyên Hoạt Huyết Thang phối hợp Hoạt Lạc Hiệu Linh đơn,"Sài hồ, Thiên hoa phấn, Qui đầu, Đào nhân, Hồng hoa, Xuyên sơn giáp, Cam thảo, Nhũ hương, Một dược, Đan sâm, Đại hoàng. (Nếu bìu sưng cứng khó tan thêm Thuỷ điệt, Mẫu lệ; Nếu khí hư thêm Hoàng kỳ; Nếu bìu lạnh thêm Tiểu hồi, Nhục quế)"
Âm suy,Khí hư,"Tiếng hơi đánh ra nặng, có khi liên tục có khi gián đoạn; mệt mỏi không sức; hơi thở ngắn, nói đứt quãng; vùng bụng đầy tức hoặc bụng dưới trằn nặng; da mặt không tươi; lưỡi nhạt, rêu trắng; mạch Nhược Hoãn",Bổ Trung Ích Khí thang thêm Chỉ xác,"Đẳng sâm, Hoàng kỳ, Chích thảo, Thăng ma, Qui đầu, Sài hồ, Bạch truật, Trần bì, Chỉ xác"
Âm suy,Vị táo,"Trong âm đạo luôn có hơi; miệng háo, họng khô; táo bón; bụng đầy trướng; lưỡi đỏ, rêu vàng; mạch Hoạt Sác",Ma Tử Nhân Hoàn,"Ma tử nhân, Hạnh nhân, Hậu phác, Đại hoàng, Chỉ thực, Bạch thược"
Âm suy,Khí uất,"Trong âm đạo có tiếng hơi lúc nặng lúc nhẹ; tinh thần ưu uất, phiền táo dễ tức giận; ngực sườn đau, bụng dưới trướng đau; ợ hơi, ăn ít, thích thở dài; lưỡi bình thường, rêu trắng nhạt; mạch Huyền hoặc Huyền sáp",Tiêu Dao Tán thêm Chỉ xác,"Sài hồ, Bạch truật, Bạch thược, Qui đầu, Trần bì, Trích thảo, Sinh khương, Bạc hà, Bạch linh, Chỉ xác"
Âm suy,Đờm thấp,"Trong âm đạo có hơi; huyết trắng nhiều, trắng đục; hông sườn đầy tức; nôn ra đờm dãi; lo sợ, hơi thở ngắn; miệng nhạt dính; lưỡi nhạt, rêu trắng bệu; mạch Hoạt Hoãn",Quất Bán Chỉ Khương Thang thêm Bạch truật,"Bạch truật, Phục linh, Quế chi, Sinh khương, Bán hạ, Trần bì, Chỉ thực"
Bạch điến (Bạch biến),Huyết táo (Can thận âm hư),"Vùng da bị bệnh khô ráo; kèm hoa mắt, ù tai, ngủ kém, đau lưng, kinh nguyệt không đều; chất lưỡi nhạt, ít rêu; mạch Trầm Tế",Sinh huyết nhuận phu ẩm,"Qui đầu, Thục địa, Sinh địa, Hoàng kỳ, Thiên môn, Mạch môn, Ngũ vị, Thăng ma, Hoàng cầm, Hồng hoa, Đào nhân, Qua lâu"
Bạch điến (Bạch biến),Phong thấp,"Da xuất hiện vết trắng hoặc tía; ban đầu không đau ngứa, lâu dần hơi ngứa",Hồ ma hoàn (uống trong),"Hồ ma, Phòng phong, Khổ sâm, Xương bồ, Uy linh tiên, Bạch phụ, Độc hoạt, Cam thảo"
Bại liệt trẻ em,Giai đoạn khởi phát (Phong nhiệt phạm biểu),"Phát sốt, nhức đầu toàn thân, không nhanh nhẹn, ho đau họng, ăn kém, nôn mửa, ỉa chảy","Phương giải biểu thanh nhiệt, tân lương giải biểu","Ngân hoa, Mao căn, Bồ công anh, Liên kiều, Sa tiền, Cát cánh, Bạc hà, Cam thảo, Kinh giới, Ngưu bàng, Lô căn, Đậu xị. (Ho thêm Tiền hồ; Nôn mửa thêm Trúc nhự)"
Bại liệt trẻ em,Giai đoạn trước khi liệt (Phong thấp nhiệt xâm phạm kinh mạch),"Sau khi hạ sốt 2-3 ngày, sốt lại tăng cao, nhức đầu, lưỡi đỏ, nôn, đau khắp mình, sau 4-6 ngày xuất hiện liệt","Phương hoà thấp thanh nhiệt, khu phong thông lạc","Sinh địa, Ngân hoa, Chi tử, Huyền sâm, Hoạt thạch, Tang chi, Địa long, Xương bồ, Liên kiều, Trúc diệp, Uất kim, Hoàng cầm. (Sốt ra mồ hôi nhiều thêm Quế chi, Thạch cao; Nôn mửa thêm Hoắc hương, Hậu phác)"
Bại liệt trẻ em,Giai đoạn di chứng bại liệt,"Sốt hạ, các cơ bị liệt (thường chi dưới), liệt mềm, cơ nhẽo; sau 6 tháng hoặc 1 năm có thể hồi phục toàn bộ hoặc một phần","Phương bổ khí hoạt huyết, thông lạc phục hồi","Bạch truật, Đẳng sâm, Hoài sơn, Hà thủ ô, Kê huyết đằng, Ngưu tất, Ba kích, Tục đoạn, Biển đậu"
Bàng quang viêm mạn,Âm hư thấp nhiệt,"Lưng đau mỏi, chóng mặt, mệt mỏi, tai ù, tiểu nhiều hoặc tiểu giắt, vùng hạ vị đau ê ẩm, nước tiểu vàng, lưỡi đỏ, rêu lưỡi vàng, mạch Tế Sác",Tri bá địa hoàng hoàn gia giảm,"Đan bì, Bạch linh, Thục địa, Trạch tả, Hoài sơn, Sơn thù, Sa tiền, Ngân hoa, Liên kiều, Thạch hộc, Ngưu tất, Tri mẫu, Hoàng bá, Tỳ giải"
Bàng quang viêm mạn,Khí hư (gia giảm từ bài trên),"Lưng đau mỏi, mệt mỏi, tiểu nhiều, giãn bàng quang đái vặt...","Tri bá địa hoàng hoàn gia giảm (bỏ Ngân hoa, Liên kiều, Tri mẫu, Hoàng bá)","Đan bì, Bạch linh, Thục địa, Trạch tả, Hoài sơn, Sơn thù, Sa tiền, Thạch hộc, Ngưu tất, Tỳ giải, Đẳng sâm, Hoàng kỳ, Bạch truật"
Bàng quang viêm mạn,Thận dương hư (gia giảm từ bài trên),"Lưng đau mỏi, sợ lạnh, tay chân lạnh, tiểu nhiều...","Tri bá địa hoàng hoàn gia giảm (bỏ Ngân hoa, Liên kiều, Tri mẫu, Hoàng bá)","Đan bì, Bạch linh, Thục địa, Trạch tả, Hoài sơn, Sơn thù, Sa tiền, Thạch hộc, Ngưu tất, Tỳ giải, Nhục quế, Phụ tử, Ba kích, Thỏ ti tử"
Bắp chân bắp đùi sưng đau,Thấp nhiệt,"Bắp chân sưng trướng; xuất hiện sợi mạch cứng như chuỗi thừng; sưng đau, nóng rát đỏ bừng; tiểu tiện vàng; rêu vàng nhớt",Tĩnh mạch viêm khẩu phục phương,"Ngưu tất, Mộc qua, Xương truật, Kê huyết đằng, Ô dược, Xích thược, Đào nhân, Trạch tả, Trạch lan. (Gia: Ngân hoa, Tử hoa địa đinh hoặc Bồ công anh nếu cấp tính; Mộc thông hoặc Tam lăng, Nga truật nếu sưng đau nhiều; Huyền hồ, Anh túc sác nếu đau nhiều; Thái tử sâm, Hoàng kỳ, Đương qui nếu khí hư)"
Bắp chân bắp đùi sưng đau,Huyết ứ,"Chi dưới sưng đau dữ dội; nơi đau biến màu tía tối, cứng rắn; lưỡi tối",Hoạt huyết tán ứ phương,"Tô mộc, Bạch thược, Tam lăng, Trần bì, Mộc hương, Xích thược, Hồng hoa, Nga truật, Quỉ tiễn vũ"
Bắp chân bắp đùi sưng đau,Khí hư huyết trệ,"Đau không nặng lắm nhưng chữa lâu không khỏi; kèm khí hư, đoản hơi, hồi hộp, mỏi mệt",Tĩnh mạch viêm phương số 1,"Đương qui, Xích thược, Một dược, Tô mộc, Hoàng kỳ, Địa long, Xuyên khung, Nhũ hương, Hồng hoa, Uất kim"
Bắp chân bắp đùi sưng đau,Huyết thuỷ câu kết,"Hai chi dưới sưng trướng, to như thùng, đau nhức, ấn lõm sâu; sắc da tối trệ; tinh thần ủ dột; tiểu tiện ít; chất lưỡi phù đại, tía tối; mạch trầm sắc; phụ nữ hành kinh ít hoặc bế kinh",Chu thị hạ chi ứ thông phương,"Linh bì, Nga truật, Qui đầu, Uy linh tiên, Mộc qua, Ý dĩ, Bào sơn giáp, Đào nhân, Vương bất lưu hành, Cam thảo"
Béo phì,Tỳ hư thấp trệ,"Béo phì, chân phù, mặt nặng, mệt mỏi, chán ăn, tiêu lỏng, tiểu ít, thân lưỡi bệu, rêu trắng dày, mạch Hoạt hoặc Trầm Nhược",Phòng Kỷ Hoàng Kỳ Thang hợp Linh Quế Truật Cam Thang gia giảm,"Hoàng kỳ, Xương truật, Phòng kỉ, Bạch truật, Bạch linh, Trạch tả, Xa tiền thảo, Quế chi, Cam thảo. (Gia: Đảng sâm nếu khí hư nặng; Ý dĩ nếu thấp nặng; Chỉ thực, Hậu phác nếu bụng đầy; Mạch nha, Sơn tra nếu ăn kém)"
Béo phì,Vị thấp nhiệt,"Người mập, chân tay nặng nề, chóng mặt, nặng đầu, ăn mau đói, khát thích uống nước mát, chất lưỡi đỏ, rêu vàng dày, mạch Trầm Sác hoặc Hoạt Sác",Phòng Phong Thông Thánh Tán gia giảm,"Phòng phong, Hoàng cầm, Chi tử, Xuyên tâm liên, Thạch cao, Hoạt thạch, Bạch truật, Liên kiều, Thảo quyết minh, Cam thảo, Đại hoàng. (Gia: Hà diệp nếu khát nước; Dã Cúc hoa nếu đầu đau)"
Béo phì,Can khí uất kết,"Bứt rứt dễ cáu gắt, ngực sườn đầy tức, bụng đầy ăn kém, mồm đắng lưỡi khô, kinh nguyệt không đều, mạch Huyền",Đại Sài Hồ Thang gia giảm,"Sài hồ, Hương phụ, Hoàng cầm, Bán hạ, Chỉ thực, Uất kim, Xuyên khung, Bạch linh. (Gia: Sinh địa, Thiên hoa phấn nếu khát; Trần bì, Hậu phác nếu bụng đầy nhiều)"
Béo phì,Khí trệ huyết ứ,"Béo phì, bụng ngực đầy tức, kinh nguyệt không đều, kinh đến đau bụng, sắc kinh đen có máu cục, lưỡi có điểm ứ huyết, mạch Sáp",Đào Hồng Tứ Vật Thang gia giảm,"Đào nhân, Hồng hoa, Xuyên khung, Đương qui, Đan sâm, Sinh địa, Bạch thược, Mộc hương, Trần bì. (Gia: Uất kim, Hương phụ nếu đau nhiều; Chỉ xác, Hậu phác nếu bụng đầy nhiều)"
Béo phì,Đờm trọc,"Thích ăn chất béo ngọt, váng đầu, đầu căng tức, ngực bụng đầy tức, chân tay nặng nề tê dại, thân lưỡi bệu có dấu răng, rêu lưỡi dày nhớt, mạch Trầm Hoạt",Ôn Đởm Thang gia giảm,"Trần bì, Bán hạ, Chỉ thực, Trúc nhự, Bạch linh, Tỳ bà diệp, Đởm nam tinh, Sinh khương. (Gia: Trạch tả nếu tiểu ít)"
Béo phì,Tỳ Thận dương hư,"Béo phì, chân tay lạnh, sợ lạnh, lưng gối đau mỏi, hoặc mí mắt phù, bụng đầy, tiêu lỏng, lưỡi bệu sắc nhạt, rêu trắng, mạch Trầm Tế hoặc Trầm Trì Nhược",Chân Vũ Thang hợp Phòng Kỷ Hoàng Kỳ Thang gia giảm,"Hoàng kỳ, Chế phụ tử, Đẳng sâm, Bạch linh, Bạch truật, Bạch thược, Xa tiền thảo. (Gia: Xuyên Ngưu tất, Đỗ trọng nếu lưng đau gối mỏi nhiều; Hương Sa Lục Quân nếu tiêu lỏng bụng đầy)"
Bế kinh,Phong hàn,"Kinh bế vài tháng, bụng dưới đau lạnh, chân tay không ấm, ngực buồn tức, buồn nôn, rêu trắng, mạch trầm khẩn",Phương ôn kinh tán hàn thông trệ,"Quế chi, Tô ngạnh, Bạch chỉ, Đan sâm, Xuyên khung, Uất kim, Nga truật, Ngưu tất, Đương qui, Bạch thược, Đẳng sâm, Cam thảo, Đan bì"
Bế kinh,Vị nhiệt,"Bế kinh, sắc mặt vàng, 2 gò má đỏ, tâm phiền nóng nảy, miệng đắng họng khô, người gầy, lưỡi đỏ rêu vàng khô, có thể loét miệng lưỡi, mạch huyền tế sác",Phương tiết nhiệt tân âm,"Qui đầu, Thục địa, Bạch thược, Đại hoàng, Mang tiêu, Cam thảo, Xuyên khung"
Bế kinh,Can thận bất túc,"Có kinh muộn (sau 18 tuổi) hoặc có kinh vài lần rồi mất luôn; mệt mỏi, da xạm, váng đầu, ù tai, đau lưng mỏi gối, lưỡi nhạt, rêu trắng mỏng, mạch tế nhược hoặc trầm sáp",Qui thận hoàn gia vị,"Thục địa, Qui đầu, Bạch linh, Ích mẫu, Sơn thù, Đỗ trọng, Ngưu tất, Thỏ ty tử, Hoài sơn, Kỉ tử, Hương phụ, Cam thảo, Hà thủ ô, Cẩu tích"
Bế kinh,Khí hư,"Bế kinh vài tháng, sắc mặt vàng, tinh thần mệt mỏi, tay chân lạnh, phù thũng, đầu choáng hồi hộp, hơi thở gấp, đầy bụng ăn kém, đại tiện lỏng, miệng nhạt, rêu lưỡi trắng, mạch trầm hoãn","Bổ trung ích khí thang gia giảm (hoặc Qui tỳ thang, Sâm linh bạch truật tán)","Hoàng kỳ, Sài hồ, Bạch truật, Đẳng sâm, Đương qui, Trần bì, Cam thảo, Thăng ma, Bạch thược, Đan sâm, Ngưu tất"
Bế kinh,Huyết hư,"Bế kinh, sắc mặt vàng úa, hay hoa chóng mặt, nhức đầu, hồi hộp thở ngắn, lưng đau, ăn kém gầy mòn, da khô nhạt, mạch hư sác",Tứ vật đào hồng gia sâm truật,"Đẳng sâm, Bạch truật, Hoài sơn, Ý dĩ, Kỉ tử, Thục địa, Hà thủ ô, Kê huyết đằng, Ngưu tất, Ích mẫu, Xuyên khung, Qui đầu, Bạch thược, Hoàng kỳ"
Bế kinh,Âm hư,"Bế kinh vài tháng, người gầy mòn, sắc mặt trắng, hai gò má đỏ, lòng bàn tay chân nóng, miệng khô ráo, ho khan hoặc khạc ra máu, tâm phiền, ít ngủ, lưỡi đỏ rêu vàng, mạch hư tế sác",Phương bổ can thận hoạt huyết (hoặc bổ phế thận âm),"Bạch thược, Hoàng kỳ, Cam thảo, Ngũ vị, A giao, Bán hạ, Bạch linh, Qui đầu, Sa sâm, Thục địa"
Bế kinh,Âm hư hoả vượng,"Gò má đỏ từng lúc, lòng bàn tay nóng, ra mồ hôi trộm, ít ngủ",Phương bổ huyết dưỡng âm,"Bá tử nhân, Bạch chỉ, Trạch lan, Tục đoạn, Thục địa, Đan sâm, Quế chi, Ngưu tất, Xuyên khung, Qui đầu, Bạch thược, Đan bì, Đẳng sâm, Cam thảo, Nga truật"
Bế kinh,Khí uất,"Bế kinh, sắc mặt vàng, nóng nảy hay cáu gắt, phiền táo, choáng ù tai, ngực sườn chướng đau, ăn ít ợ hơi, rêu lưỡi vàng dày, mạch huyền hoạt",Phương điều khí giải uất điều kinh,"Hương phụ, Trần bì, Ô dược, Tô ngạnh, Nga truật, Uất kim, Xuyên khung, Ngưu tất, Đào nhân, Bạch linh, Bán hạ, Cam thảo, Binh lang, Thanh bì, Nhũ hương"
Bế kinh,Đàm thấp,"Bế kinh, người béo, không muốn ăn, có lúc buồn nôn, tiểu tiện nhiều, miệng nhạt, rêu trắng nhờn, mạch huyền hoạt",Phương trừ đàm thấp điều kinh,"Hương phụ, Trần bì, Bán hạ, Cam thảo, Ý dĩ, Đẳng sâm, Chỉ sác, Nga truật, Uất kim, Xương truật, Bạch linh, Nam tinh"
Bế kinh,Huyết ứ,"Bế kinh vài tháng, sắc mặt xanh tối, hạ vị cứng trướng cự án, miệng khô không muốn uống, 2 bên lưỡi tía, mạch trầm huyền sáp",Phương hoạt huyết trục ứ,"Đương qui, Huyền hồ, Xích thược, Đào nhân, Hồng hoa, Xuyên khung, Hương phụ, Đan sâm, Trạch lan, Ngưu tất, Ích mẫu, Uất kim, Tạo giác thích"
Bệnh bạch huyết,Nhiệt độc và huyết nhiệt (Giai đoạn cấp),"Sốt cao; mệt mỏi li bì; họng khô đau, phiền táo; đái đỏ; loét miệng; chảy máu chân răng và dưới da; đau đầu, đau khớp; lưỡi đỏ, rêu vàng; mạch Hoạt Sác",Thanh nhiệt giải độc lương huyết,"Sinh địa, Huyền sâm, Địa cốt bì, Sơn đậu căn, Ngân hoa, Bồ công anh, Xích thược, Hoàng liên, Cam thảo. (Loét miệng thêm: Hoàng liên, Hoàng cầm; Chảy máu thêm: Mao căn, Đại hoàng sao đen; Đau khớp thêm: Địa long; Khát nước thêm: Sa sâm, Thiên môn)"
Bệnh bạch huyết,Huyết ứ đàm kết (Lách to nổi hạch) (Giai đoạn cấp),Lách to; nổi hạch,Hoạt huyết hoá đàm tiêu kết,"Qui đầu, Bạch thược, Tam lăng, Nga truật, Đan sâm, Hạ khô thảo, Liên kiều, Bối mẫu, Huyền sâm, Xạ can"
Bệnh bạch huyết,Khí hư (Giai đoạn mãn),"Sắc mặt trắng bệch; đầu choáng, mệt mỏi; tự hãn; hồi hộp, thở gấp; lưng gối mỏi đau; chất lưỡi nhạt",Bổ trung ích khí thang / Tứ quân tử thang / Quy tỳ thang,"(Tùy bài chọn) Nhân sâm, Hoàng kỳ, Bạch truật, Cam thảo, Đương qui, Trần bì, Thăng ma, Sài hồ, Phục linh, Long nhãn nhục, Táo nhân, Viễn trí, Mộc hương..."
Bệnh bạch huyết,Âm hư (Giai đoạn mãn),"Triệu chứng âm hư: gầy nóng, ngũ tâm phiền nhiệt, miệng khô, lưỡi đỏ...",Lục vị địa hoàng hoàn / Tả quy hoàn,"Thục địa, Hoài sơn, Sơn thù, Đan bì, Bạch linh, Trạch tả, Kỷ tử, Thỏ ti tử, Quy bản, Ngưu tất..."
Bệnh bạch huyết,Khí âm đều hư (Giai đoạn mãn),Sắc mặt trắng bệch; mệt mỏi; hồi hộp; lưng gối mỏi; kèm triệu chứng âm hư,Bổ khí bổ âm phương,"Hoàng kỳ, Đẳng sâm, Bạch truật, Thục địa, Hà thủ ô, Qui đầu, Mạch môn, Ngũ vị, Sa sâm, Hoàng tinh, Cam thảo"
Bì hóa toàn thân,Huyết táo,"Giai đoạn đầu: đau mỏi các đốt xương chân tay, khớp nhỏ, da khô ráp, có thể tróc vảy mùa hanh khô, vận động khó khăn tăng dần, ngại cử động. Về sau: da khô cứng toàn bộ hoặc từng vùng, cơ bắp teo, khớp khó co duỗi. Nặng: nuốt nước bọt khó, ăn uống khó khăn, suy kiệt nhanh, tiểu tiện vàng sẻn, đại tiện táo, chất lưỡi đỏ khô, có mảng thâm quầng trên mặt lưỡi, rêu lưỡi vàng, mạch tế sác",Thần khí tả vinh thang,"Hoàng kỳ, Nhân sâm, Qui đầu, Sinh địa, Hoàng liên, Hoàng cầm, Liên kiều, Thăng ma, Cát cánh, Cam thảo, Toàn yết, Địa long, Đào nhân, Tô mộc, Manh trùng, Thủy điệt, Xạ hương"
Bì hóa toàn thân (lặp),Huyết táo,"Giai đoạn đầu: đau mỏi các đốt xương chân tay, khớp nhỏ, da khô ráp, có thể tróc vảy mùa hanh khô, vận động khó khăn tăng dần, ngại cử động. Về sau: da khô cứng toàn bộ hoặc từng vùng, cơ bắp teo, khớp khó co duỗi. Nặng: nuốt nước bọt khó, ăn uống khó khăn, suy kiệt nhanh, tiểu tiện vàng sẻn, đại tiện táo, chất lưỡi đỏ khô, có mảng thâm quầng trên mặt lưỡi, rêu lưỡi vàng, mạch tế sác",Thần khí tả vinh thang,"Hoàng kỳ, Nhân sâm, Qui đầu, Sinh địa, Hoàng liên, Hoàng cầm, Liên kiều, Thăng ma, Cát cánh, Cam thảo, Toàn yết, Địa long, Đào nhân, Tô mộc, Manh trùng, Thủy điệt, Xạ hương"
Bỏng,Chung,"Bỏng lửa, nước sôi, hóa chất; có thể dùng để thanh thử tị trọc, hòa vị chỉ ẩu",Thập thích thủy,"Tiên khương, Đinh hương, Đại hoàng, Lạt tiêu, Bạc hà thủy"
Bong gân,Sang chấn (Khí trệ huyết ứ),"Đau nhói như điện giật ở khớp bị trẹo, sau tê dại rồi đau nhức trở lại; vận động hoặc va đập gây bong gân, tụ huyết sưng bầm, khó vận động, đau nhức co giật",Phương uống trị bong gân,"Đại hồi, Kê huyết đằng, Ngưu tất, Nhũ hương, Một dược, Nhục quế, Đỗ trọng, Xuyên khung, Qui xuyên, Thục địa, Xích thược, Tục đoạn, Hồng hoa, Cốt toái bổ, Đại hoàng, Đào nhân, Uất kim, Tam thất"
